CP-Line #,Source,SubClass, Name,"Synonym, common name, synthetic identifier",IUPAC (reference standard),IUPAC  (Omic),InChiKey  (reference standard),InChiKey (Omic),Monoisotopic Mass g/mol,Molecular Formula (reference standard),Molecular Formula (Omic),Formula wt (g/mol),Molecular Weight,CAS (reference standard),CAS (Omic),"Commercial, Synthetic, or Putative",HMDB (reference standard),HMDB (Omic),PUBCHEM (reference standard),PUBCHEM (omic),CORE Packet (CP)
209,metabolite,catecholamine,"3,4-dihydroxy-L-phenylalanine",L-DOPA; 3-hydroxytyrosine; levodopa,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid","(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",WTDRDQBEARUVNC-LURJTMIESA-N,WTDRDQBEARUVNC-LURJTMIESA-N,197.0688078,C9H11NO4,C9H11NO4,197.0688,197.0688,59-92-7,59-92-7,Commercial,HMDB0000181,HMDB0000181,6047,6047,CP1
338,fed/metabolite,isoflavone,biochanin A,N/A,"5,7-dihydroxy-3-(4-methoxyphenyl)chromen-4-one","5,7-dihydroxy-3-(4-methoxyphenyl)chromen-4-one",WUADCCWRTIWANL-UHFFFAOYSA-N,WUADCCWRTIWANL-UHFFFAOYSA-N,284.0684735,C16H12O5,C16H12O5,284.26,284.26,491-80-5,491-80-5,Commercial,HMDB0002338,HMDB0002338,5280373,5280373,CP1
383,metabolite,phenylacetic acid,"3,4-dimethoxyphenylacetic acid   ",homoveratric acid,"2-(3,4-dimethoxyphenyl)acetic acid","2-(3,4-dimethoxyphenyl)acetic acid",WUAXWQRULBZETB-UHFFFAOYSA-N,WUAXWQRULBZETB-UHFFFAOYSA-N,196.0735589,C10H12O4,C10H12O4,196.20,196.20,93-40-3,93-40-3,commercial,HMDB0000434,HMDB0000434,7139,7139,CP1
84,metabolite,benzene,phenyl glucuronide,Phenyl β-D-Glucuronide; hydroxyphenyl-O-B-D-glucuronide; OH-Bez-GlcA,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-phenoxyoxane-2-carboxylic acid","(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-phenoxyoxane-2-carboxylic acid",WVHAUDNUGBNUDZ-GOVZDWNOSA-N,WVHAUDNUGBNUDZ-GOVZDWNOSA-N,270.073953,C12H14O7,C12H14O7,270.2,270.2,17685-05-1,17685-05-1,synthetic,N/A,N/A,87235,87235,CP1
347,metabolite,nicotinic acid,1-methyl-3-pyridiniumcarboxylic acid,Trigonelline,1-methylpyridin-1-ium-3-carboxylate,1-methylpyridin-1-ium-3-carboxylate,WWNNZCOKKKDOPX-UHFFFAOYSA-N,WWNNZCOKKKDOPX-UHFFFAOYSA-N,137.0476785,C7H7NO2,C7H7NO2,137.14,137.14,535-83-1,535-83-1,commercial,HMDB0000875,HMDB0000875,5570,5570,CP1
169,Metabolite,epicatechin metabolites,4-O-Methyl-(-)-epicatechin-7-O-glucuronide,4'-O-Methyl-(-)-Epicatechin-7-O-Beta-Glucuronide,"(3S,4S,6S)-6-[[(3S)-2-(4-ethyl-3-hydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","(3S,4S,6S)-6-[[(3S)-2-(4-ethyl-3-hydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",WWUOCDVEANIMJR-PJNUPCPCSA-N,WWUOCDVEANIMJR-PJNUPCPCSA-N,478.147512,C23H26O11,C23H26O11,478.4,478.4,603133-93-3,603133-93-3,Commercial,HMDB0029183,HMDB0029183,131750802  ,131750802  ,CP03
117,metabolite,benzoic acid,"2,5-dihydroxybenzoic acid   ",5-Hydroxysalicylic Acid; Gentisic Acid,"2,5-dihydroxybenzoic acid","2,5-dihydroxybenzoic acid",WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO-UHFFFAOYSA-N,154.0266087,C7H6O4,C7H6O4,154.12,154.12,490-79-9,490-79-9,commercial,HMDB0000152,HMDB0000152,3469,3469,CP1
263,metabolite,Coumarin,urolithin B,N/A,3-hydroxybenzo[c]chromen-6-one,3-hydroxybenzo[c]chromen-6-one,WXUQMTRHPNOXBV-UHFFFAOYSA-N,WXUQMTRHPNOXBV-UHFFFAOYSA-N,212.0473441,C13H8O3,C13H8O3,212.204,212.204,1139-83-9,1139-83-9,commercial,HMDB0013696,HMDB0013696,5380406,5380406,CP1
59,metabolite,benzaldehyde,2-hydroxy-4-methoxybenzaldehyde   ,2-Hydroxy-p-anisaldehyde; 4-Methoxysalicylaldehyde,2-hydroxy-4-methoxybenzaldehyde,2-hydroxy-4-methoxybenzaldehyde,WZUODJNEIXSNEU-UHFFFAOYSA-N,WZUODJNEIXSNEU-UHFFFAOYSA-N,152.047344 ,C8H8O3,C8H8O3,152.15,152.15,673-22-3,673-22-3,commercial,N/A,N/A,69600,69600,CP1
326,metabolite,hippuric acid,3-hydroxyhippuric acid   ,m-Hydroxyhippuric Acid,2-[(3-hydroxybenzoyl)amino]acetic acid,2-[(3-hydroxybenzoyl)amino]acetic acid,XDOFWFNMYJRHEW-UHFFFAOYSA-N,XDOFWFNMYJRHEW-UHFFFAOYSA-N,195.0531578,C9H9NO4,C9H9NO4,195.17,195.17,1637-75-8,1637-75-8,commercial,HMDB0006116,HMDB0006116,450268,450268,CP1
65,Daidzein Metabolite,Daidzein Metabolite,equol-7-glucuronide,Equol 7-O-glucuronide,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[[(3S)-3-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-2-carboxylic","(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[[(3S)-3-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-2-carboxylic",XDPLKWRSVXUQBN-LVEHSUOCSA-N,XDPLKWRSVXUQBN-LVEHSUOCSA-N,418.126382,C21H22O9,C21H22O9,418.4,418.4,No CAS,No CAS,Not Established,HMDB0041732,HMDB0041732,29979359,29979359,CP2
24,Fed/Diet,anthocyanin,delphinidin-3-glucoside  ,delphinidin 3-O-glucoside; DelOGluc; myrtillin chloride,"(2S,3R,4S,5S,6R)-2-[5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chromenylium-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol;chloride","(2S,3R,4S,5S,6R)-2-[5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chromenylium-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ZJWIIMLSNZOCBP-BTTVDUMLSA-N,XENHPQQLDPAYIJ-PEVLUNPASA-O,465.103301,C21H21ClO12,C21H21O12+,500.8,465.38,6906-38-3,50986-17-9,Commercial,NA,HMDB0037997,165558,443650,CP1
15,metabolite,anthocyanin,peonidin,Peonidin; peonidin chloride  ,"2-(4-hydroxy-3-methoxyphenyl)chromenylium-3,5,7-triol;chloride","2-(4-hydroxy-3-methoxyphenyl)chromenylium-3,5,7-triol",OGBSHLKSHNAPEW-UHFFFAOYSA-N,XFDQJKDGGOEYPI-UHFFFAOYSA-O,301.071213,C16H13ClO6,C16H13O6+,336.72,301.267,134-01-0,NA,commercial,N/A,N/A,164544,441773,CP1
85,Fed,Tannins,procyanidin B-2,Procyanidol B2,"(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol","(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",XFZJEEAOWLFHDH-NFJBMHMQSA-N,XFZJEEAOWLFHDH-NFJBMHMQSA-N,578.142426,C30H26O12,C30H26O12,578.5,578.5,29106-49-8,29106-49-8,Commercial,HMDB0033973,HMDB0033973,122738,122738,CP03
84,Fed,Tannins,procyanidin B-1,Proanthocyanidin B1,"(2R,3S)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol","(2R,3S)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",XFZJEEAOWLFHDH-UKWJTHFESA-N,XFZJEEAOWLFHDH-UKWJTHFESA-N,578.142426,C30H26O12,C30H26O12,578.5,578.5,20315-25-7,20315-25-7,Commercial,HMDB0029754,HMDB0029754,11250133,11250133,CP03
202,Metabolite,myricetin metabolites,Myricetin-5-O-glucuronide,Myricetin 5-O-Glucuronide,"(2S,3S,4S,5R,6S)-6-[3,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)chromen-5-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","(2S,3S,4S,5R,6S)-6-[3,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)chromen-5-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",XGWJLEVLXQJUCL-JENRNSKYSA-N,XGWJLEVLXQJUCL-JENRNSKYSA-N,494.069655,C21H18O14,C21H18O14,494.4,494.4,No CAS,No CAS,Commercial,N/A,N/A,57330977  ,57330977  ,CP03
144,metabolite,benzoic acid,3-methoxybenzoic acid,3-methoxybenzoic acid,3-methoxybenzoic acid,3-methoxybenzoic acid,XHQZJYCNDZAGLW-UHFFFAOYSA-N,XHQZJYCNDZAGLW-UHFFFAOYSA-N,152.0473441,C8H8O3,C8H8O3,152.149,152.149,586-38-9,586-38-9,Commercial,HMDB0032606,HMDB0032606,11461,11461,CP1
364,metabolite,phenyl ethanol,4-hydroxy-3-methoxyphenol ethanol,Homovanillyl alcohol; (4-Hydroxy-3-methoxyphenyl) ethanol; Vanillylmethanol,4-(2-hydroxyethyl)-2-methoxyphenol,4-(2-hydroxyethyl)-2-methoxyphenol,XHUBSJRBOQIZNI-UHFFFAOYSA-N,XHUBSJRBOQIZNI-UHFFFAOYSA-N,168.0786443,C9H12O3,C9H12O3,168.19,168.19,2380-78-1,2380-78-1,commercial,HMDB38925,HMDB38925,16928,16928,CP1
461,metabolite,valerolactone,5-(hydroxyphenyl)-gamma-valerolactone,M7Valerolactone,5-[(2-hydroxyphenyl)methyl]oxolan-2-one,5-[(2-hydroxyphenyl)methyl]oxolan-2-one,XJKFBEVKQCPBLF-UHFFFAOYSA-N ,XJKFBEVKQCPBLF-UHFFFAOYSA-N ,192.078644,C11H12O3,C11H12O3,192.214,192.214,NA,NA,synthetic,NA,NA,15643750,15643750,CP1
483,metabolite,phenylpropanoic acid,3-(phenyl)propanonic acid   ,hydrocinnamic acid; 3-PPA,3-phenylpropanoic acid,3-phenylpropanoic acid,XMIIGOLPHOKFCH-UHFFFAOYSA-N,XMIIGOLPHOKFCH-UHFFFAOYSA-N,150.0680796,C9H10O2,C9H10O2,150.17,150.17,501-52-0 ,501-52-0 ,commercial,HMDB0000764,HMDB0000764,107,107,CP1
264,Fed/Diet,flavan-3-ol,(−)-gallocatechin   ,(-)-Gallocatechin; (-)GC,"(2S,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol","(2S,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",XMOCLSLCDHWDHP-DOMZBBRYSA-N,XMOCLSLCDHWDHP-DOMZBBRYSA-N,306.073953,C15H14O7,C15H14O7,306.2675,306.2675,3371-27-5,3371-27-5,commercial,NA,NA,9882981,9882981,CP1
289,metabolite,flavan-3-ol,epigallocatechin,(-)EPIGALLOCATECHIN,"(2~{R},3~{R})-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2~{H}-chromene-3,5,7-triol","(2~{R},3~{R})-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2~{H}-chromene-3,5,7-triol",XMOCLSLCDHWDHP-IUODEOHRSA-N,XMOCLSLCDHWDHP-IUODEOHRSA-N,306.0739528,C15H14O7,C15H14O7,306.2675,306.2675,970-74-1,970-74-1,commercial,HMDB0038361,HMDB0038361,72277,72277,CP1
293,fed/metabolite,flavan-3-ol,gallocatechin,(+)-gallocatechol,"(2R,3S)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol","(2R,3S)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",XMOCLSLCDHWDHP-SWLSCSKDSA-N ,XMOCLSLCDHWDHP-SWLSCSKDSA-N ,306.0739528,C15H14O7,C15H14O7,306.27,306.27,970-73-0; 1617-55-6,970-73-0; 1617-55-6,Commercial,HMDB0038365,HMDB0038365,65084,65084,CP1
3,metabolite,(phenyl)methanone ,maclurin,Laguncurin; Maklurin; Fustic extract,"(3,4-dihydroxyphenyl)-(2,4,6-trihydroxyphenyl)methanone","(3,4-dihydroxyphenyl)-(2,4,6-trihydroxyphenyl)methanone",XNWPXDGRBWJIES-UHFFFAOYSA-N,XNWPXDGRBWJIES-UHFFFAOYSA-N,262.0477381,C13H10O6,C13H10O6,262.22,262.22,519-34-6,519-34-6,commercial,HMDB0032644,HMDB0032644,68213,68213,CP1
391,metabolite,phenylacetic acid,4-hydroxyphenylacetic acid   ,2-(4-hydroxyphenyl)acetic acid; p-hydroxyphenylacetic acid,2-(4-hydroxyphenyl)acetic acid,2-(4-hydroxyphenyl)acetic acid,XQXPVVBIMDBYFF-UHFFFAOYSA-N,XQXPVVBIMDBYFF-UHFFFAOYSA-N,152.0473441,C8H8O3,C8H8O3,152.15,152.15,156-38-7,156-38-7,commercial,HMDB0000020,HMDB0000020,127,127,CP1
36,Estradiol Metabolites,Estradiol Metabolites,4-hydroxyestrone,4-Hydroxyestrone,"(8R,9S,13S,14S)-3,4-dihydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one","(8R,9S,13S,14S)-3,4-dihydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",XQZVQQZZOVBNLU-QDTBLXIISA-N,XQZVQQZZOVBNLU-QDTBLXIISA-N,286.156895,C18H22O3,C18H22O3,286.4,286.4,3131-23-5,3131-23-5,Not Established,HMDB0005895,HMDB0005895,9971251 ,9971251 ,CP2
332,metabolite,hippuric acid,hippuric acid methyl ester   ,Methyl Hippurate,methyl 2-benzamidoacetate,methyl 2-benzamidoacetate,XTKVNQKOTKPCKM-UHFFFAOYSA-N,XTKVNQKOTKPCKM-UHFFFAOYSA-N,193.0738932,C10H11NO3,C10H11NO3,193.2,193.2,1205-08-9,1205-08-9,commercial,HMDB0000859,HMDB0000859,14566,14566,CP1
341,metabolite,xanthine,"3,7-dimethylxanthine",theobromine,"3,7-dimethylpurine-2,6-dione","3,7-dimethylpurine-2,6-dione",YAPQBXQYLJRXSA-UHFFFAOYSA-N,YAPQBXQYLJRXSA-UHFFFAOYSA-N,180.0647255,C7H8N4O2,C7H8N4O2,180.16,180.16,83-67-0,83-67-0,commercial,HMDB0002825,HMDB0002825,5429,5429,CP1
293,Metabolite,valerolactone metabolites,5-(4’-hydroxyphenyl)-γ –valerolactone-3’-sulfate,5-(4'-hydroxyphenyl)-gamma-valerolactone-3'-sulfate,2-hydroxy-5-{[(2R)-5-oxooxolan-2-yl]methyl}phenyl sulfate,2-hydroxy-5-{[(2R)-5-oxooxolan-2-yl]methyl}phenyl sulfate,YAXFVDUJDAQPTJ-MRVPVSSYSA-M,YAXFVDUJDAQPTJ-MRVPVSSYSA-M,287.0230974,C11H11O7S,C11H11O7S,287.26,287.26,288.8-210.9-S,288.8-210.9-S,Commercial,N/A,N/A,N/A,N/A,CP03
287,Metabolite,valerolactone metabolites,5-(3’-hydroxyphenyl)-γ-valerolactone-4’-sulfate ,"5'-(3',4'-Dihydroxyphenyl)-gamma-valerolactone sulfate",[2-hydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl] hydrogen sulfate,[2-hydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl] hydrogen sulfate,YAXFVDUJDAQPTJ-UHFFFAOYSA-N,YAXFVDUJDAQPTJ-UHFFFAOYSA-N,288.030374,C11H12O7S,C11H12O7S,288.2738,288.2738,No CAS,No CAS,Commercial,HMDB0029191 also HMDB0240473,HMDB0029191 also HMDB0240473,129626609  ,129626609  ,CP03
478,fed/metabolite,vitamin,biotin,N/A,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid","5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",YBJHBAHKTGYVGT-ZKWXMUAHSA-N,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,244.0881631,C10H16N2O3S,C10H16N2O3S,244.311,244.311,58-85-5,58-85-5,Commercial,HMDB0000030,HMDB0000030,171548,171548,CP1
365,fed/metabolite,phenyl ethanol,4-hydroxyphenyl alcohol, Tyrosol,4-(2-hydroxyethyl)phenol,4-(2-hydroxyethyl)phenol,YCCILVSKPBXVIP-UHFFFAOYSA-N,YCCILVSKPBXVIP-UHFFFAOYSA-N,138.0680796,C8H10O2,C8H10O2,138.166,138.166,501-94-0,501-94-0,Commercial,HMDB04284,HMDB04284,10393,10393,CP1
80,metabolite,benzene,"1,2-dihydroxybenzene    ","pyrocatechol; catechol; or 1,2-diOH-B; 12-diOH-Bz; Pyro_Catl","benzene-1,2-diol","benzene-1,2-diol",YCIMNLLNPGFGHC-UHFFFAOYSA-N,YCIMNLLNPGFGHC-UHFFFAOYSA-N,110.0367794,C6H6O2,C6H6O2,110.11,110.11,120-80-9,120-80-9,Commercial,HMDB0000957,HMDB0000957,289,289,CP1
39,Fed,Avenanthramide,Avenanthramide 2,N/A,5-hydroxy-2-[[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]amino]-4-methoxybenzoic acid,5-hydroxy-2-[[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]amino]-4-methoxybenzoic acid,YDAKMIMUVCLFIN-GQCTYLIASA-N,YDAKMIMUVCLFIN-GQCTYLIASA-N,359.100502,C18H17NO7,C18H17NO7,359.3,359.3,154992-25-3,154992-25-3,data not pulled from DB,HMDB0033211,HMDB0033211,101228785,101228785,CP05
100,Fed,benzylamine,"3,4-dihydroxybenzylamine","3,4-dihydroxybenzylamine","4-(aminomethyl)benzene-1,2-diol","4-(aminomethyl)benzene-1,2-diol",YFMPSMITLLBENU-UHFFFAOYSA-N,YFMPSMITLLBENU-UHFFFAOYSA-N,139.063329,C7H9NO2,C7H9NO2,139.15,139.15,37491-68-2,37491-68-2,Commercial,HMDB0012153,HMDB0012153,91623,91623,CP03
72,coumestrol metabolite,coumestrol metabolite,"3,7-Dihydroxy-9-methoxycoumestan",Trifoliol,"3,7-dihydroxy-9-methoxy-[1]benzofuro[3,2-c]chromen-6-one","3,7-dihydroxy-9-methoxy-[1]benzofuro[3,2-c]chromen-6-one",YFVNQUXNYCREJW-UHFFFAOYSA-N,YFVNQUXNYCREJW-UHFFFAOYSA-N,298.047738,C16H10O6,C16H10O6,298.25,298.25,1857-26-7,1857-26-7,Not Established,HMDB0034139,HMDB0034139,5487671 ,5487671 ,CP2
23,Diet/Food,lignan,trachelogenin,(-)-Trachelogenin,"(3S,4S)-4-[(3,4-dimethoxyphenyl)methyl]-3-hydroxy-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one","(3S,4S)-4-[(3,4-dimethoxyphenyl)methyl]-3-hydroxy-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",YFVZKLQNMNKWSB-BTYIYWSLSA-N ,YFVZKLQNMNKWSB-BTYIYWSLSA-N ,388.152203,C21H24O7,C21H24O7,388.4,388.4,34209-69-3,34209-69-3,Not Established,N/A,N/A,452855 ,452855 ,CP2
238,metabolite,cinnamic acid,"3,4-dihydroxy-5-methoxycinnamic acid   ",5-Hydroxyferulic acid,"(E)-3-(3,4-dihydroxy-5-methoxyphenyl)prop-2-enoic acid","(E)-3-(3,4-dihydroxy-5-methoxyphenyl)prop-2-enoic acid",YFXWTVLDSKSYLW-NSCUHMNNSA-N,YFXWTVLDSKSYLW-NSCUHMNNSA-N,210.0528234,C10H10O5,C10H10O5,210.183,210.183,1782-55-4,1782-55-4,synthetic,HMDB0035484,HMDB0035484,446834,446834,CP1
124,metabolite,benzoic acid,2-hydroxybenzoic acid,Salicylic acid,2-hydroxybenzoic acid,2-hydroxybenzoic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,YGSDEFSMJLZEOE-UHFFFAOYSA-N,138.0316941,C7H6O3,C7H6O3,138.122,138.122,69-72-7,69-72-7,Commercial,HMDB0001895,HMDB0001895,338,338,CP1
377,metabolite,phenylacetic acid,(2)-hydroxy(4-hydroxyphenyl)acetic acid,4-hydroxymandelic acid; P-Hydroxymandelic acid;  4-hydroxymandelic acid; 2-Hydroxy-2-(4-hydroxyphenyl)acetate; 2-hydroxy-2-(4-hydroxyphenyl)acetic acid; 4-OH-Man; 2-(4-OH-PAA),2-hydroxy-2-(4-hydroxyphenyl)acetic acid,2-hydroxy-2-(4-hydroxyphenyl)acetic acid,YHXHKYRQLYQUIH-UHFFFAOYSA-N,YHXHKYRQLYQUIH-UHFFFAOYSA-N,168.0422587,C8H8O4,C8H8O4,168.148 ,168.148 ,1198-84-1,1198-84-1,commercial,HMDB0000822,HMDB0000822,328,328,CP1
83,Enterodiol Metabolite,Enterodiol Metabolite,Enterolactone 3'-glucuronide,Enterolactone glucuronide,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(3-{[(3S,4S)-4-[(3-hydroxyphenyl)methyl]-2-oxooxolan-3-yl]methyl}phenoxy)oxane-2-carboxylic acid","(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(3-{[(3S,4S)-4-[(3-hydroxyphenyl)methyl]-2-oxooxolan-3-yl]methyl}phenoxy)oxane-2-carboxylic acid",YIGJPNKBAAZMPC-NBSJFAFNSA-N,YIGJPNKBAAZMPC-NBSJFAFNSA-N,474.152597,C24H26O10,C24H26O10,474.462,474.462,2188234-75-3,2188234-75-3,Not Established,HMDB0240377,HMDB0240377,N/A,N/A,CP2
327,metabolite,hippuric acid,3-methylhippuric acid   ,m-Methylhippuric Acid; m-Toluric Acid,2-[(3-methylbenzoyl)amino]acetic acid,2-[(3-methylbenzoyl)amino]acetic acid,YKAKNMHEIJUKEX-UHFFFAOYSA-N,YKAKNMHEIJUKEX-UHFFFAOYSA-N,193.073893,C10H11NO3,C10H11NO3,193.20,193.20,27115-49-7,27115-49-7,commercial,HMDB0013245,HMDB0013245,99223,99223,CP1
156,Metabolite,epicatechin metabolites,(−)-epicatechin-4-Sulfate,Epicatechin-4'-Sulfate,"[2-hydroxy-4-[(2R,3R)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-2-yl]phenyl] hydrogen sulfate","[2-hydroxy-4-[(2R,3R)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-2-yl]phenyl] hydrogen sulfate",YKRWCINYMPRAIG-IUODEOHRSA-N,YKRWCINYMPRAIG-IUODEOHRSA-N,370.035853,C15H14O9S,C15H14O9S,370.3,370.3,1038922-78-9,1038922-78-9,Commercial,HMDB0240510,HMDB0240510,71579043 ,71579043 ,CP03
174,Metabolite,catechin metabolites,Catechin-4-sulfate,Catechin 4'-sulfate,"{2-hydroxy-4-[(2R,3S)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl]phenyl}oxidanesulfonic acid","{2-hydroxy-4-[(2R,3S)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl]phenyl}oxidanesulfonic acid",YKRWCINYMPRAIG-SWLSCSKDSA-N,YKRWCINYMPRAIG-SWLSCSKDSA-N,370.035853205,C15H14O9S,C15H14O9S,370.33,370.33,No CAS,No CAS,Commercial,HMDB0240487,HMDB0240487,101616633  ,101616633  ,CP03
172,metabolite,benzoic acid methyl ester,3-hydroxybenzoic acid methyl ester   ,methyl 3-hydroxybenzoate; M-3-OH-BA,methyl 3-hydroxybenzoate,methyl 3-hydroxybenzoate,YKUCHDXIBAQWSF-UHFFFAOYSA-N,YKUCHDXIBAQWSF-UHFFFAOYSA-N,152.047344,C8H8O3,C8H8O3,152.15,152.15,19438-10-9,19438-10-9,commercial,NA,NA,88068,88068,CP1
366,metabolite,phenyl ethanone,(3-Hydroxy-4-methoxyphenyl)ethanone,Isoacetovanillone,1-(3-hydroxy-4-methoxyphenyl)ethanone,1-(3-hydroxy-4-methoxyphenyl)ethanone,YLTGFGDODHXMFB-UHFFFAOYSA-N,YLTGFGDODHXMFB-UHFFFAOYSA-N,166.062994,C9H10O3,C9H10O3,166.17,166.17,6100-74-9,6100-74-9,commercial,N/A,N/A,95693,95693,CP1
325,metabolite,hippuric acid,2-methylhippuric acid ,methyl hippurate,2-[(2-methylbenzoyl)amino]acetic acid,2-[(2-methylbenzoyl)amino]acetic acid,YOEBAVRJHRCKRE-UHFFFAOYSA-N,YOEBAVRJHRCKRE-UHFFFAOYSA-N,193.0738932,C10H11NO3,C10H11NO3,193.202,193.202,42013-20-7,42013-20-7,commercial,HMDB0011723,HMDB0011723,91637,91637,CP1
59,Daidzein Metabolite,Daidzein Metabolite,4-hydroxyequol,cis-4-Hydroxyequol,"(3S,4S)-3-(4-hydroxyphenyl)-3,4-dihydro-2H-chromene-4,7-diol","(3S,4S)-3-(4-hydroxyphenyl)-3,4-dihydro-2H-chromene-4,7-diol",YOSDNAMJVOLJKI-UKRRQHHQSA-N,YOSDNAMJVOLJKI-UKRRQHHQSA-N,258.089209,C15H14O4,C15H14O4,258.269,258.269,No CAS,No CAS,Not Established,HMDB0041710,HMDB0041710,40424401  ,40424401  ,CP2
308,Fed/Diet,flavonol,Kaempferol 7-O-glucoside ,kaempferol  7-O-β -D-glucopyranoside,"3,5-dihydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one","3,5-dihydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",YPWHZCPMOQGCDQ-HMGRVEAOSA-N,YPWHZCPMOQGCDQ-HMGRVEAOSA-N,448.100561,C21H20O11,C21H20O11,448.38,448.38,16290-07-6,16290-07-6,commercial,N/A,N/A,10095180,10095180,CP1
131,metabolite,benzoic acid,"3,4-dihydroxybenzoic acid",Protocatechuic acid,"3,4-dihydroxybenzoic acid","3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH-UHFFFAOYSA-N,154.0266087,C7H6O4,C7H6O4,154.1201,154.1201,99-50-3,99-50-3,Commercial,HMDB0001856,HMDB0001856,72,72,CP1
